designation,bore_d,outer_d,width,load_rating,limiting_speed
618/7,7.0,14.0,3.5,0.78,63000.0
618/710 MA,710.0,870.0,74.0,475.0,1000.0
618/710 MA/C3,710.0,870.0,74.0,475.0,1000.0
618/750 MA,750.0,920.0,78.0,527.0,900.0
618/750 MA/C3,750.0,920.0,78.0,527.0,900.0
618/8,8.0,16.0,4.0,0.819,56000.0
618/800 MA,800.0,980.0,82.0,559.0,850.0
618/850 MA,850.0,1030.0,82.0,559.0,750.0
618/9,9.0,17.0,4.0,0.871,53000.0
618/900 MA,900.0,1090.0,85.0,618.0,700.0
618/950 MA,950.0,1150.0,90.0,637.0,670.0
61800,10.0,19.0,5.0,1.72,48000.0
61800-2RS1,10.0,19.0,5.0,1.72,22000.0
61800-2RS1/W64,10.0,19.0,5.0,1.72,16400.0
61800-2Z,10.0,19.0,5.0,1.72,38000.0
61801,12.0,21.0,5.0,1.74,43000.0
61801-2RS1,12.0,21.0,5.0,1.74,20000.0
61801-2Z,12.0,21.0,5.0,1.74,36000.0
61802,15.0,24.0,5.0,1.9,38000.0
61802-2RS1,15.0,24.0,5.0,1.9,17000.0
61802-2Z,15.0,24.0,5.0,1.9,30000.0
61803,17.0,26.0,5.0,2.03,34000.0
61803-2RS1,17.0,26.0,5.0,2.03,16000.0
61803-2RZ,17.0,26.0,5.0,2.03,28000.0
61803-2Z,17.0,26.0,5.0,2.03,28000.0
61804,20.0,32.0,7.0,4.03,28000.0
61804-2RS1,20.0,32.0,7.0,4.03,13000.0
61804-2RS1/W64,20.0,32.0,7.0,4.03,9200.0
61804-2RZ,20.0,32.0,7.0,4.03,22000.0
61805,25.0,37.0,7.0,4.36,24000.0
61805 TN9,25.0,37.0,7.0,4.36,24000.0
61805-2RS1,25.0,37.0,7.0,4.36,11000.0
61805-2RS1/C3,25.0,37.0,7.0,4.36,11000.0
61805-2RS1/C3LHT23,25.0,37.0,7.0,4.36,11000.0
61805-2RS1/W64,25.0,37.0,7.0,4.36,7600.0
61805-2RZ,25.0,37.0,7.0,4.36,19000.0
61805/C3,25.0,37.0,7.0,4.36,24000.0
61806,30.0,42.0,7.0,4.1,20000.0
61806-2RS1,30.0,42.0,7.0,4.1,9500.0
61806-2RZ,30.0,42.0,7.0,4.1,16000.0
61807,35.0,47.0,7.0,4.75,18000.0
61807-2RS1,35.0,47.0,7.0,4.75,15000.0
61807-2RZ,35.0,47.0,7.0,4.75,15000.0
61808,40.0,52.0,7.0,5.07,16000.0
61808-2RS1,40.0,52.0,7.0,5.07,7500.0
61808-2RZ,40.0,52.0,7.0,5.07,13000.0
61809,45.0,58.0,7.0,5.4,14000.0
61809-2RS1,45.0,58.0,7.0,5.4,6700.0
61809-2RZ,45.0,58.0,7.0,5.4,14000.0
61810,50.0,65.0,7.0,5.4,13000.0
61810-2RS1,50.0,65.0,7.0,5.4,6000.0
61810-2RZ,50.0,65.0,7.0,5.4,10000.0
61811,55.0,72.0,9.0,8.84,12000.0
61811-2RS1,55.0,72.0,9.0,8.84,9500.0
61811-2RZ,55.0,72.0,9.0,8.84,9500.0
61812,60.0,78.0,10.0,11.4,11000.0
61812-2RS1,60.0,78.0,10.0,11.4,4800.0
61812-2RZ,60.0,78.0,10.0,11.4,8500.0
61813,65.0,85.0,10.0,11.9,10000.0
61813-2RS1,65.0,85.0,10.0,11.9,4500.0
61813-2RZ,65.0,85.0,10.0,11.9,8000.0
61814,70.0,90.0,10.0,12.1,7500.0
61814-2RS1,70.0,90.0,10.0,12.1,4300.0
61814-2RZ,70.0,90.0,10.0,12.1,7500.0
61815,75.0,95.0,10.0,12.5,8500.0
61815-2RS1,75.0,95.0,10.0,12.5,4000.0
61815-2RZ,75.0,95.0,10.0,12.5,7000.0
61815/C3,75.0,95.0,10.0,12.5,8500.0
61816,80.0,100.0,10.0,12.7,8000.0
61816-2RS1,80.0,100.0,10.0,12.7,3600.0
61816-2RZ,80.0,100.0,10.0,12.7,6300.0
61817,85.0,110.0,13.0,19.5,7500.0
61817-2RS1,85.0,110.0,13.0,19.5,3400.0
61817-2RZ,85.0,110.0,13.0,19.5,6000.0
61818,90.0,115.0,13.0,19.5,7000.0
61818-2RS1,90.0,115.0,13.0,19.5,3200.0
61818-2RZ,90.0,115.0,13.0,19.5,5600.0
61818/C3,90.0,115.0,13.0,19.5,7000.0
61819,95.0,120.0,13.0,19.9,6700.0
61819-2RS1,95.0,120.0,13.0,19.9,3000.0
61819-2RS1/C3,95.0,120.0,13.0,19.9,3000.0
61820,100.0,125.0,13.0,17.8,6300.0
61820-2RS1,100.0,125.0,13.0,17.8,3000.0
61820-2RZ,100.0,125.0,13.0,17.8,5300.0
61821,105.0,130.0,13.0,20.8,6300.0
61821-2RS1,105.0,130.0,13.0,20.8,2800.0
61821-2RZ,105.0,130.0,13.0,20.8,5000.0
61822,110.0,140.0,16.0,28.1,5600.0
61822-2RS1,110.0,140.0,16.0,28.1,2600.0
61822-2RZ,110.0,140.0,16.0,28.1,4500.0
61822/C3,110.0,140.0,16.0,28.1,5600.0
61824,120.0,150.0,16.0,29.1,5300.0
61824-2RS1,120.0,150.0,16.0,29.1,2400.0
61824-2RS1/C3,120.0,150.0,16.0,29.1,5300.0
61824-2RZ,120.0,150.0,16.0,29.1,4300.0
61824/C3,120.0,150.0,16.0,29.1,5300.0
61826,130.0,165.0,18.0,37.7,4800.0
61826-2RS1,130.0,165.0,18.0,37.7,2200.0
61826-2RZ,130.0,165.0,18.0,37.7,3800.0
61826/C3,130.0,165.0,18.0,37.7,4800.0
61828,140.0,175.0,18.0,39.0,4500.0
61828-2RS1,140.0,175.0,18.0,39.0,2000.0
61828-2RZ,140.0,175.0,18.0,39.0,3600.0
61828/C3,140.0,175.0,18.0,39.0,4500.0
61830,150.0,190.0,20.0,48.8,4300.0
61830 MA,150.0,190.0,20.0,48.8,4300.0
61830 MA/C3,150.0,190.0,20.0,,
61832,160.0,200.0,20.0,49.4,4000.0
61832 MA,160.0,200.0,20.0,49.4,
61832 MA/C3,160.0,200.0,20.0,49.4,
61832/C3,160.0,200.0,20.0,49.4,4000.0
61834,170.0,215.0,22.0,61.8,3600.0
61834/C3,170.0,215.0,22.0,61.8,3600.0
61836,180.0,225.0,22.0,62.4,3400.0
61836 MA,180.0,225.0,22.0,62.4,4500.0
61836 MA/C3,180.0,225.0,22.0,62.4,
61836/C3,180.0,225.0,22.0,62.4,3400.0
61838,190.0,240.0,24.0,76.1,3200.0
61838 MA,190.0,240.0,24.0,76.1,4300.0
61838 MA/C3,190.0,240.0,24.0,76.1,4300.0
61838/C3,190.0,240.0,24.0,76.1,3200.0
61838/HC5,190.0,240.0,24.0,76.1,3600.0
61840,200.0,250.0,24.0,76.1,3200.0
61840 MA,200.0,250.0,24.0,76.1,4300.0
61840 MA/C3,200.0,250.0,24.0,76.1,4300.0
61840/C3,200.0,250.0,24.0,76.1,3200.0
61840/HC5C3,200.0,250.0,24.0,76.1,3400.0
61844,220.0,270.0,24.0,78.0,2800.0
61844 MA,220.0,270.0,24.0,78.0,3800.0
61844 MA/C3,220.0,270.0,24.0,78.0,3800.0
61844/C3,220.0,270.0,24.0,78.0,
61844/HC5,220.0,270.0,24.0,78.0,3200.0
61848,240.0,300.0,28.0,108.0,2600.0
61848 MA,240.0,300.0,28.0,108.0,3400.0
61848 MA/C3,240.0,300.0,28.0,108.0,3400.0
61852,260.0,320.0,28.0,111.0,2400.0
61852 MA,260.0,320.0,28.0,111.0,3200.0
61856,280.0,350.0,33.0,138.0,2200.0
61856 MA,280.0,350.0,33.0,138.0,2800.0
61856/C3,280.0,350.0,33.0,138.0,2200.0
61856/HC5C3,280.0,350.0,33.0,138.0,2400.0
61860,300.0,380.0,38.0,172.0,2000.0
61860 MA,300.0,380.0,38.0,172.0,2600.0
61864 MA,320.0,400.0,38.0,172.0,2400.0
61864 MA/C3,320.0,400.0,38.0,172.0,2400.0
61868 MA,340.0,420.0,38.0,178.0,2400.0
61872 MA,360.0,440.0,38.0,182.0,2200.0
61872 MA/C3,360.0,440.0,38.0,182.0,2200.0
61876 MA,380.0,480.0,46.0,242.0,2000.0
61876 MA/C3,380.0,480.0,46.0,242.0,2000.0
61880 MA,400.0,500.0,46.0,247.0,1900.0
61880 MA/C3,400.0,500.0,46.0,247.0,1900.0
61884 MA,420.0,520.0,46.0,251.0,1800.0
61884 MA/C3,420.0,520.0,46.0,251.0,1800.0
61888 MA,440.0,540.0,46.0,255.0,1800.0
61888 MA/C3,440.0,540.0,46.0,255.0,1800.0
61892 MA,460.0,580.0,56.0,319.0,1600.0
61892 MA/C3,460.0,580.0,56.0,319.0,1600.0
61896 MA,480.0,600.0,56.0,325.0,1600.0
61896 MA/C3,480.0,600.0,56.0,325.0,1600.0
619/3-2Z,,,3.0,0.26,
619/4,4.0,11.0,4.0,0.624,80000.0
619/4-2Z,4.0,11.0,4.0,0.624,63000.0
619/5,5.0,13.0,4.0,0.884,70000.0
619/5-2Z,5.0,13.0,4.0,0.884,50000.0
619/560 MA,560.0,750.0,85.0,494.0,1200.0
619/6,6.0,15.0,5.0,0.884,63000.0
619/6-2Z,6.0,15.0,5.0,0.884,50000.0
619/600 MA,600.0,800.0,90.0,585.0,1100.0
619/630 N1MA,630.0,850.0,100.0,624.0,1100.0
619/7,7.0,17.0,5.0,1.06,56000.0
619/7-2Z,7.0,17.0,5.0,1.06,45000.0
619/8,8.0,19.0,6.0,1.46,53000.0
619/8-2RS1,8.0,19.0,6.0,1.46,24000.0
619/8-2Z,8.0,19.0,6.0,1.46,43000.0
619/9,9.0,20.0,6.0,2.34,50000.0
619/9-2Z,9.0,20.0,6.0,2.34,40000.0
61900,10.0,22.0,6.0,2.7,45000.0
61900-2RS1,10.0,22.0,6.0,2.7,20000.0
61900-2Z,10.0,22.0,6.0,2.7,36000.0
61901,12.0,24.0,6.0,2.91,40000.0
61901-2RS1,12.0,24.0,6.0,2.91,19000.0
61901-2Z,12.0,24.0,6.0,2.91,32000.0
61902,15.0,28.0,7.0,4.36,34000.0
61902-2RS1,15.0,28.0,7.0,4.36,16000.0
61902-2RZ,15.0,28.0,7.0,4.36,28000.0
61902-2Z,15.0,28.0,7.0,4.36,28000.0
61902-2Z/C3,15.0,28.0,7.0,4.36,28000.0
61902/C3,15.0,28.0,7.0,4.36,34000.0
61903,17.0,30.0,7.0,4.62,32000.0
61903-2RS1,17.0,30.0,7.0,4.62,14000.0
61903-2RZ,17.0,30.0,7.0,4.62,26000.0
61903-2Z,17.0,30.0,7.0,4.62,26000.0
61904,20.0,37.0,9.0,6.37,26000.0
61904-2RS1,20.0,37.0,9.0,6.37,12000.0
61904-2RZ,20.0,37.0,9.0,6.37,20000.0
61904/C3,20.0,37.0,9.0,6.37,26000.0
61905,25.0,42.0,9.0,7.02,22000.0
61905-2RS1,25.0,42.0,9.0,7.02,10000.0
61905-2RS1/C3,25.0,42.0,9.0,7.02,10000.0
61905-2RS1TN9/C3,25.0,42.0,9.0,7.02,10000.0
61905-2RZ,25.0,42.0,9.0,7.02,18000.0
61905/C3,25.0,42.0,9.0,7.02,22000.0
61906,30.0,47.0,9.0,7.28,19000.0
61906-2RS1,30.0,47.0,9.0,7.28,8500.0
61906-2RZ,30.0,47.0,9.0,7.28,15000.0
61907,35.0,55.0,10.0,11.1,16000.0
61907-2RS1,35.0,55.0,10.0,11.1,7500.0
61907-2RZ,35.0,55.0,10.0,11.1,13000.0
61908,40.0,62.0,12.0,13.8,14000.0
61908-2RS1,40.0,62.0,12.0,13.8,6000.0
61908-2RS1/C3GJN,40.0,62.0,12.0,13.8,6700.0
61908-2RZ,40.0,62.0,12.0,13.8,14000.0
61908/C3,40.0,62.0,12.0,13.8,14000.0
61909,45.0,68.0,12.0,14.0,13000.0
61909-2RS1,45.0,68.0,12.0,14.0,6000.0
61909-2RZ,45.0,68.0,12.0,14.0,10000.0
61910,50.0,72.0,12.0,14.6,12000.0
61910-2RS1,50.0,72.0,12.0,14.6,5600.0
61910-2RS1/C3GJN,50.0,72.0,12.0,14.6,5600.0
61910-2RZ,50.0,72.0,12.0,14.6,9500.0
61910-2RZ/C3GJN,50.0,72.0,12.0,14.6,9500.0
61910/C3,50.0,72.0,12.0,14.6,12000.0
61911,55.0,80.0,13.0,16.5,11000.0
61911-2RS1,55.0,80.0,13.0,16.5,5000.0
61912,60.0,85.0,13.0,16.5,10000.0
61912-2RS1,60.0,85.0,13.0,16.5,4500.0
61912/C3,60.0,85.0,13.0,16.5,10000.0
61913,65.0,90.0,13.0,17.4,9500.0
61913-2RS1,65.0,90.0,13.0,17.4,4300.0
61913/C3,65.0,90.0,13.0,17.4,9500.0
61914,70.0,100.0,16.0,23.8,8500.0
61914/C3,70.0,100.0,16.0,23.8,8500.0
61915,75.0,105.0,16.0,24.2,8000.0
61916,80.0,110.0,16.0,25.1,7500.0
61916-2RS1,80.0,110.0,16.0,25.1,3400.0
61916-2RZ,80.0,110.0,16.0,25.1,6000.0
61916/C3,80.0,110.0,16.0,25.1,7500.0
61917,85.0,120.0,18.0,31.9,7000.0
61917/C3,85.0,120.0,18.0,31.9,7000.0
61918,90.0,125.0,18.0,33.2,6700.0
61922,110.0,150.0,20.0,43.6,5600.0
61922 MA,110.0,150.0,20.0,43.6,7500.0
61922 MA/C3,110.0,150.0,20.0,43.6,7500.0
61924 MA/C3,120.0,165.0,22.0,55.3,6700.0
61926,130.0,180.0,24.0,65.0,4500.0
61928 MA,140.0,190.0,24.0,66.3,5600.0
61928 MA/C3,140.0,190.0,24.0,66.3,5600.0
61932 MA,160.0,220.0,28.0,92.3,5000.0
61932 MA/C3,160.0,220.0,28.0,92.3,5000.0
61936 MA,180.0,250.0,33.0,119.0,4300.0
61936 MA/C3,180.0,250.0,33.0,119.0,4300.0
61938 MA,190.0,260.0,33.0,117.0,4300.0
61940 MA,200.0,280.0,38.0,148.0,3800.0
61940 MA/C3,200.0,280.0,38.0,148.0,3800.0
61944 MA,220.0,300.0,38.0,151.0,3600.0
61944 MA/C3,220.0,300.0,38.0,151.0,3600.0
61948 MA,240.0,320.0,38.0,159.0,3200.0
61948 MA/C3,240.0,320.0,38.0,159.0,3200.0
61952 MA,260.0,360.0,46.0,212.0,3000.0
61952 MA/C3,260.0,360.0,46.0,212.0,3000.0
61956 MA,280.0,380.0,46.0,216.0,2800.0
61956 MA/C3,280.0,380.0,46.0,216.0,2800.0
61960 MA,300.0,420.0,56.0,270.0,2400.0
61960 MA/C3,300.0,420.0,56.0,270.0,2400.0
61964 MA,320.0,440.0,56.0,276.0,2400.0
61964 MA/C3,320.0,440.0,56.0,276.0,2400.0
61968 MA,340.0,460.0,56.0,281.0,2200.0
61968 MA/C3,340.0,460.0,56.0,281.0,2200.0
61972 MA,360.0,480.0,56.0,291.0,2000.0
61976 MA,380.0,520.0,65.0,338.0,1900.0
61976 MA/C4,380.0,520.0,65.0,338.0,1900.0
61980 MA,400.0,540.0,65.0,345.0,1800.0
61984 MA,420.0,560.0,65.0,351.0,1800.0
61992 MA,460.0,620.0,74.0,423.0,1600.0
62/22,22.0,50.0,14.0,14.0,19000.0
62/22-2RS1,22.0,50.0,14.0,14.0,9000.0
62/22/23,23.0,50.0,14.0,14.0,19000.0
62/22/C3,22.0,50.0,14.0,14.0,19000.0
62/28,28.0,58.0,16.0,16.8,16000.0
62/28-2RS1,28.0,58.0,16.0,16.8,8000.0
62/28-2RS1/C3,28.0,58.0,16.0,16.8,8000.0
62/28/C3,28.0,58.0,16.0,16.8,16000.0
6200,10.0,30.0,9.0,5.4,36000.0
6200 2RSJEM,10.0,30.0,9.0,5.4,17000.0
6200 2RSNRJEM,10.0,30.0,9.0,5.4,17000.0
6200 2ZJEM,10.0,30.0,9.0,5.4,28000.0
6200 2ZNRJEM,10.0,30.0,9.0,5.4,28000.0
6200 JEM,10.0,30.0,9.0,5.4,36000.0
6200 ZJEM,10.0,30.0,9.0,5.4,36000.0
6200-2RSH,10.0,30.0,9.0,5.4,17000.0
6200-2RSH/C3,10.0,30.0,9.0,5.4,17000.0
6200-2RSH/C3GJN,10.0,30.0,9.0,5.4,
6200-2RSH/C4,,,,,
6200-2RSH/LT,10.0,30.0,9.0,5.4,17000.0
6200-2RSH/VA947,10.0,30.0,9.0,5.4,17000.0
6200-2RSHN,10.0,30.0,9.0,5.4,17000.0
6200-2RSL,10.0,30.0,9.0,5.4,28000.0
6200-2RSLTN9/HC5C3WT,10.0,30.0,9.0,5.07,30000.0
6200-2Z,10.0,30.0,9.0,5.4,28000.0
6200-2Z/C3,10.0,30.0,9.0,5.4,28000.0
6200-2Z/C3GJN,,,,,
6200-2Z/GJN,10.0,30.0,9.0,5.4,28000.0
6200-2ZNR,10.0,30.0,9.0,5.4,28000.0
6200-RSH,10.0,30.0,9.0,5.4,17000.0
6200-Z,10.0,30.0,9.0,5.4,36000.0
6200-Z/C3,,,,,
6200/C3,10.0,30.0,9.0,5.4,36000.0
6201,12.0,32.0,10.0,7.28,32000.0
6201 2RSJEM,12.0,32.0,10.0,7.28,15000.0
6201 2RSNRJEM,12.0,32.0,10.0,7.28,15000.0
6201 2ZJEM,12.0,32.0,10.0,7.28,26000.0
6201 2ZNRJEM,12.0,32.0,10.0,7.28,26000.0
6201 JEM,12.0,32.0,10.0,7.28,32000.0
6201 NR,12.0,32.0,10.0,7.28,32000.0
6201 RSJEM,12.0,32.0,10.0,7.28,15000.0
6201 ZJEM,12.0,32.0,10.0,7.28,32000.0
6201-2RS2/C3LHT23,12.0,32.0,10.0,7.28,32000.0
6201-2RSH,12.0,32.0,10.0,7.28,15000.0
6201-2RSH/C3,12.0,32.0,10.0,7.28,15000.0
6201-2RSH/C3GJN,12.0,32.0,10.0,7.28,15000.0
6201-2RSH/C3LHT23,12.0,32.0,10.0,7.28,15000.0
6201-2RSH/C4,,,,,
6201-2RSH/GJN,12.0,32.0,10.0,7.28,15000.0
6201-2RSH/VA947,12.0,32.0,10.0,7.28,15000.0
6201-2RSH/W64,12.0,32.0,10.0,7.28,10800.0
6201-2RSHNR/C3GJN,,,,,
6201-2RSL,12.0,32.0,10.0,7.28,26000.0
6201-2RSL/C3GJN,12.0,32.0,10.0,7.28,26000.0
6201-2RSLTN9/HC5C3WT,12.0,32.0,10.0,6.89,28000.0
6201-2Z,12.0,32.0,10.0,7.28,26000.0
6201-2Z/C2ELHT23,12.0,32.0,10.0,7.28,26000.0
6201-2Z/C3,12.0,32.0,10.0,7.28,26000.0
6201-2Z/C3GJN,12.0,32.0,10.0,7.28,26000.0
6201-2Z/C3LHT23,12.0,32.0,10.0,7.28,26000.0
6201-2Z/LHT23,12.0,32.0,10.0,7.28,26000.0
6201-2Z/VA201,12.0,32.0,10.0,,200.0
6201-2Z/VA228,12.0,32.0,10.0,,410.0
6201-2ZNR,12.0,32.0,10.0,7.28,26000.0
6201-RSH,12.0,32.0,10.0,7.28,15000.0
6201-RSL,12.0,32.0,10.0,7.28,32000.0
6201-Z,12.0,32.0,10.0,7.28,32000.0
6201-Z/C3,12.0,32.0,10.0,7.28,32000.0
6201-ZTN9/LT,12.0,32.0,10.0,0.007,32000.0
6201/C3,12.0,32.0,10.0,7.28,32000.0
6201/VA201,12.0,32.0,10.0,,200.0
6202,15.0,35.0,11.0,8.06,28000.0
6202 2RSJEM,15.0,35.0,11.0,8.06,13000.0
6202 2RSNRJEM,15.0,35.0,11.0,8.06,13000.0
6202 2ZJEM,15.0,35.0,11.0,8.06,22000.0
6202 2ZNRJEM,15.0,35.0,11.0,8.06,22000.0
6202 JEM,15.0,35.0,11.0,8.06,28000.0
6202 NR,15.0,35.0,11.0,8.06,28000.0
6202 NRJEM,15.0,35.0,11.0,8.06,28000.0
6202 RSJEM,15.0,35.0,11.0,8.06,13000.0
6202 TN9/C3,15.0,35.0,11.0,8.06,28000.0
6202 ZJEM,15.0,35.0,11.0,8.06,28000.0
6202-2RS1/VM045,15.0,35.0,11.0,8.06,13000.0
6202-2RS2/C4S1VT119,15.0,35.0,11.0,8.06,13000.0
6202-2RSH,15.0,35.0,11.0,8.06,13000.0
6202-2RSH/C3,15.0,35.0,11.0,8.06,13000.0
6202-2RSH/C3GJN,15.0,35.0,11.0,8.06,13000.0
6202-2RSH/C3WT,15.0,35.0,11.0,8.06,13000.0
6202-2RSH/C4,,,,,
6202-2RSH/GJN,,,,,
6202-2RSH/VA947,15.0,35.0,11.0,8.06,13000.0
6202-2RSH/W64,15.0,35.0,11.0,8.06,9600.0
6202-2RSHNR,15.0,35.0,11.0,8.06,13000.0
6202-2RSL,15.0,35.0,11.0,8.06,22000.0
6202-2RSL/C3,15.0,35.0,11.0,8.06,
6202-2RSLTN9/C3VT162,,,,,
6202-2RSLTN9/HC5C3WT,15.0,35.0,11.0,7.8,24000.0
6202-2Z,15.0,35.0,11.0,8.06,22000.0
6202-2Z/C3,15.0,35.0,11.0,8.06,22000.0
6202-2Z/C3GJN,15.0,35.0,11.0,8.06,22000.0
6202-2Z/C3WT,15.0,35.0,11.0,8.06,22000.0
6202-2Z/LHT23,15.0,35.0,11.0,8.06,22000.0
6202-2Z/VA201,15.0,35.0,11.0,,180.0
6202-2Z/VA228,15.0,35.0,11.0,,360.0
6202-2ZNR,15.0,35.0,11.0,8.06,22000.0
6202-RSH,15.0,35.0,11.0,8.06,13000.0
6202-Z,15.0,35.0,11.0,8.06,28000.0
6202-Z/C3,15.0,35.0,11.0,8.06,28000.0
6202-ZTN9,15.0,35.0,11.0,8.06,28000.0
6202-ZTN9/LT,15.0,35.0,11.0,8.06,28000.0
6202/15.875-2RSH/GJN,15.875,35.0,11.0,8.06,13000.0
6202/16-2RSH,16.0,35.0,11.0,8.06,13000.0
6202/C2,15.0,35.0,11.0,8.06,28000.0
6202/C3,15.0,35.0,11.0,8.06,28000.0
6202/C4,15.0,35.0,11.0,8.06,28000.0
6202/HC5C3,15.0,35.0,11.0,7.8,32000.0
6202/VA201,15.0,35.0,11.0,,180.0
6202/VK2415,15.0,35.0,11.0,8.06,28000.0
6203,17.0,40.0,12.0,9.95,24000.0
6203 2RSJEM,17.0,40.0,12.0,9.95,12000.0
6203 2RSNRJEM,17.0,40.0,12.0,9.95,12000.0
6203 2ZJEM,17.0,40.0,12.0,9.95,19000.0
6203 2ZNRJEM,17.0,40.0,12.0,9.95,19000.0
6203 JEM,17.0,40.0,12.0,9.95,24000.0
6203 NR,17.0,40.0,12.0,9.95,24000.0
6203 NRJEM,17.0,40.0,12.0,9.95,24000.0
6203 RSJEM,17.0,40.0,12.0,9.95,12000.0
6203 TN9/C3,17.0,40.0,12.0,9.95,24000.0
6203 TN9/HC5C3,17.0,40.0,12.0,9.56,28000.0
6203 ZJEM,17.0,40.0,12.0,9.95,24000.0
6203-2RSF/C3GJN4,17.0,40.0,12.0,9.95,4000.0
6203-2RSF/C3GJN4/AG,17.0,40.0,12.0,9.95,4000.0
6203-2RSF/C3GJN7,17.0,40.0,12.0,9.95,4000.0
6203-2RSF/C3GJN7/AG,17.0,40.0,12.0,9.95,4000.0
6203-2RSH,17.0,40.0,12.0,9.95,12000.0
6203-2RSH/C3,17.0,40.0,12.0,9.95,12000.0
6203-2RSH/C3GJN,17.0,40.0,12.0,9.95,12000.0
6203-2RSH/C3HTVT200,17.0,40.0,12.0,9.95,12000.0
6203-2RSH/C3LHT23,17.0,40.0,12.0,9.95,12000.0
6203-2RSH/C4,17.0,40.0,12.0,9.95,12000.0
6203-2RSH/GJN,17.0,40.0,12.0,9.95,12000.0
6203-2RSH/LHT23,17.0,40.0,12.0,9.95,
6203-2RSH/VA947,17.0,40.0,12.0,9.95,12000.0
6203-2RSH/W64,17.0,40.0,12.0,9.95,8400.0
6203-2RSHNR,17.0,40.0,12.0,9.95,12000.0
6203-2RSL,17.0,40.0,12.0,9.95,19000.0
6203-2RSLTN9/C3VT162,17.0,40.0,12.0,9.95,19000.0
6203-2RSLTN9/HC5C3WT,17.0,40.0,12.0,9.56,20000.0
6203-2Z,17.0,40.0,12.0,9.95,19000.0
6203-2Z/C3,17.0,40.0,12.0,9.95,19000.0
6203-2Z/C3GJN,17.0,40.0,12.0,9.95,19000.0
6203-2Z/C3LHT23,17.0,40.0,12.0,9.95,19000.0
6203-2Z/C3WT,17.0,40.0,12.0,9.95,19000.0
6203-2Z/C4,17.0,40.0,12.0,9.95,19000.0
6203-2Z/GJN,17.0,40.0,12.0,9.95,19000.0
6203-2Z/LHT23,17.0,40.0,12.0,9.95,19000.0
6203-2Z/VA201,17.0,40.0,12.0,,160.0
6203-2Z/VA228,17.0,40.0,12.0,,310.0
6203-2ZNR,17.0,40.0,12.0,9.95,19000.0
6203-RSH,17.0,40.0,12.0,9.95,12000.0
6203-RSH/C3,17.0,40.0,12.0,9.95,12000.0
6203-Z,17.0,40.0,12.0,9.95,24000.0
6203-Z/C3,17.0,40.0,12.0,9.95,24000.0
6203-ZNR,17.0,40.0,12.0,9.95,24000.0
6203/15.875-2RSH,,,,,
6203/15.875-2Z,15.875,40.0,12.0,9.95,19000.0
6203/C3,17.0,40.0,12.0,9.95,24000.0
6203/C4,17.0,40.0,12.0,9.95,24000.0
6203/VA201,17.0,40.0,12.0,,160.0
6204,20.0,47.0,14.0,13.5,20000.0
6204 2RSJEM,20.0,47.0,14.0,13.5,10000.0
6204 2RSNRJEM,20.0,47.0,14.0,13.5,10000.0
6204 2ZJEM,20.0,47.0,14.0,13.5,17000.0
6204 2ZNRJEM,20.0,47.0,14.0,13.5,17000.0
6204 ETN9,20.0,47.0,14.0,15.6,20000.0
6204 JEM,20.0,47.0,14.0,13.5,20000.0
6204 MA/C3,,,,,
6204 N,20.0,47.0,14.0,13.5,20000.0
6204 NR,20.0,47.0,14.0,13.5,20000.0
6204 NRJEM,20.0,47.0,14.0,13.5,20000.0
6204 RSJEM,20.0,47.0,14.0,13.5,10000.0
6204 TN9/C3,20.0,47.0,14.0,13.5,20000.0
6204 TN9/C4,20.0,47.0,14.0,13.5,20000.0
6204 TN9/HC5C3,20.0,47.0,14.0,12.7,24000.0
6204 ZJEM,20.0,47.0,14.0,13.5,20000.0
6204-2RS2/C3GJN,20.0,47.0,14.0,13.5,20000.0
6204-2RSF/C3GJN7,20.0,47.0,14.0,13.5,4000.0
6204-2RSF/C5GJN7,20.0,47.0,14.0,13.5,4000.0
6204-2RSH,20.0,47.0,14.0,13.5,10000.0
6204-2RSH/C3,20.0,47.0,14.0,13.5,10000.0
6204-2RSH/C3GJN,20.0,47.0,14.0,13.5,10000.0
6204-2RSH/C3LHT23,20.0,47.0,14.0,13.5,10000.0
6204-2RSH/C4,20.0,47.0,14.0,13.5,10000.0
6204-2RSH/GJN,20.0,47.0,14.0,13.5,10000.0
6204-2RSH/VA947,20.0,47.0,14.0,13.5,10000.0
6204-2RSH/W64,20.0,47.0,14.0,13.5,7000.0
6204-2RSHNR,20.0,47.0,14.0,13.5,10000.0
6204-2RSL,20.0,47.0,14.0,13.5,17000.0
6204-2RSLTN9/C3VT162,,,,,
6204-2RSLTN9/HC5C3WT,20.0,47.0,14.0,12.7,18000.0
6204-2RZTN9/C3VT162,20.0,47.0,14.0,13.5,20000.0
6204-2Z,20.0,47.0,14.0,13.5,17000.0
6204-2Z/C2ELHT23,20.0,47.0,14.0,13.5,17000.0
6204-2Z/C3,20.0,47.0,14.0,13.5,17000.0
6204-2Z/C3GJN,20.0,47.0,14.0,13.5,17000.0
6204-2Z/C3WT,20.0,47.0,14.0,13.5,17000.0
6204-2Z/C4,20.0,47.0,14.0,13.5,17000.0
6204-2Z/VA201,20.0,47.0,14.0,,130.0
6204-2Z/VA228,20.0,47.0,14.0,,260.0
6204-2ZNR,20.0,47.0,14.0,13.5,17000.0
6204-2ZNR/C3GJN,20.0,47.0,14.0,13.5,17000.0
